_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
223,13444901,Brimley Rd,Sheppard Ave E,223,223,223,BRIMLEY RD,SHEPPARD AVE E,6242,1109,Brimley Rd And Sheppard Ave E,,BRIMLEY RD,SHEPPARD AVE E,,,,Scarborough,Scarborough North(23),,,,42,,,2021-09-27T04:00:00,"c(-79.2683120020163, 43.7875780115527)"
224,13448822,Markham Rd,Greencedar Crct,224,224,224,MARKHAM RD,GREENCEDAR CRCT,6243,0704,Markham Rd And Greencedar Crct / Greencrest Crct,,MARKHAM RD,GREENCEDAR CRCT,GREENCREST CRCT,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2021-08-27T04:00:00,"c(-79.2247089902657, 43.7578400050447)"
225,NA,,,225,225,225,REXDALE BLVD,QUEENS PLATE DR,6244,1668,Rexdale Blvd And Queens Plate Dr,EAST INTERSECTION,REXDALE BLVD,QUEENS PLATE DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-11-02T04:00:00,"c(-79.5926150038854, 43.7165310032397)"
226,NA,,,226,226,226,YONGE ST,RICHMOND ST,6245,0033,Yonge St And Richmond St,,YONGE ST,RICHMOND ST,,,,Toronto and East York,Toronto Centre(13),,,,51,52,,2022-09-16T04:00:00,"c(-79.3789840090281, 43.6516920007317)"
227,13469971,Evans Ave,Horner Ave,227,227,227,EVANS AVE,HORNER AVE,6246,0774,Evans Ave And Horner Ave,,EVANS AVE,HORNER AVE,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2021-09-30T04:00:00,"c(-79.5188459932174, 43.6169930013198)"
228,13442179,Steeles Ave E,Victoria Park Ave,228,228,228,STEELES AVE E,VICTORIA PARK AVE,6247,1142,Steeles Ave E And Victoria Park Ave,,STEELES AVE E,VICTORIA PARK AVE,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2023-01-18T05:00:00,"c(-79.3413169998851, 43.8156500059062)"
229,13465689,Dundas St W,Royal York Rd,229,229,229,DUNDAS ST W,ROYAL YORK RD,6248,1852,Dundas St W And Royal York Rd / Private Access @ 275m East Of - Kingsway Mills Plaza,,DUNDAS ST W,ROYAL YORK RD,PRIVATE ACCESS,275M EAST OF,KINGSWAY MILLS PLAZA,Etobicoke York,Etobicoke Centre(2),Etobicoke-Lakeshore(3),,,22,,,2021-10-21T04:00:00,"c(-79.5135780034782, 43.6594600022959)"
230,13441833,McCowan Rd,Alton Towers Crcl,230,230,230,MCCOWAN RD,ALTON TOWERS CRCL,6249,1711,Mccowan Rd And Alton Towers Crcl @ 210m South Of,ALTON TOWERS CRCL (NORTH),MCCOWAN RD,ALTON TOWERS CRCL,,210M SOUTH OF,,Scarborough,Scarborough North(23),,,,42,,,2021-11-09T05:00:00,"c(-79.2751400030519, 43.8250800011958)"
231,13454821,Jane St,William Cragg Dr,231,231,231,JANE ST,WILLIAM CRAGG DR,6250,1472,Jane St And William Cragg Dr / Private Access @ 70m North Of - Sheridan Mall,,JANE ST,WILLIAM CRAGG DR,PRIVATE ACCESS,70M NORTH OF,SHERIDAN MALL,Etobicoke York,Humber River-Black Creek(7),York Centre(6),,,31,,,2021-12-16T05:00:00,"c(-79.5091200039297, 43.7229899950159)"
232,13444720,Neilson Rd,Military Trl,232,232,232,NEILSON RD,MILITARY TRL,6251,1423,Neilson Rd And Military Trl,,NEILSON RD,MILITARY TRL,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-03-17T04:00:00,"c(-79.2083430021465, 43.7879720042868)"
233,13453576,Martin Grove Rd,John Garland Blvd,233,233,233,MARTIN GROVE RD,JOHN GARLAND BLVD,6252,1132,Martin Grove Rd And John Garland Blvd,,MARTIN GROVE RD,JOHN GARLAND BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-02-10T05:00:00,"c(-79.5894230008677, 43.7320220035084)"
234,NA,,,234,234,234,LAKE SHORE BLVD W,FLEET ST,6253,0216,Lake Shore Blvd W And Fleet St / Bathurst St,,LAKE SHORE BLVD W,FLEET ST,BATHURST ST,,,Toronto and East York,Spadina-Fort York(10),,,,14,,,2022-09-16T04:00:00,"c(-79.3996490015435, 43.6364840035827)"
235,13445452,Bayview Ave,Finch Ave E,235,235,235,BAYVIEW AVE,FINCH AVE E,6254,0650,Bayview Ave And Finch Ave E,,BAYVIEW AVE,FINCH AVE E,,,,North York,Willowdale(18),Don Valley North(17),,,33,32,,2022-08-19T04:00:00,"c(-79.3921470048099, 43.7850049957481)"
236,NA,,,236,236,236,O CONNOR DR,PAPE AVE,6255,0442,O Connor Dr And Pape Ave,,O CONNOR DR,PAPE AVE,,,,Toronto and East York,Toronto-Danforth(14),,,,54,,,2022-03-17T04:00:00,"c(-79.3502909970486, 43.6932410046036)"
237,13442843,Meadowvale Rd,Dean Park Rd,237,237,237,MEADOWVALE RD,DEAN PARK RD,6256,1499,Meadowvale Rd And Dean Park Rd / Generation Blvd,,MEADOWVALE RD,DEAN PARK RD,GENERATION BLVD,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-03-30T04:00:00,"c(-79.1687879979813, 43.8042250062252)"
238,13445039,Ellesmere Rd,Morningside Ave,238,238,238,ELLESMERE RD,MORNINGSIDE AVE,6257,0719,Ellesmere Rd And Morningside Ave,,ELLESMERE RD,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),,,43,,,2022-12-21T05:00:00,"c(-79.1933420001643, 43.7853440023859)"
239,13441833,McCowan Rd,Alton Towers Crcl,239,239,239,MCCOWAN RD,ALTON TOWERS CRCL,6258,1539,Mccowan Rd And Alton Towers Crcl,NORTH INTERSECTION,MCCOWAN RD,ALTON TOWERS CRCL,,,,Scarborough,Scarborough North(23),,,,42,,,2022-07-28T04:00:00,"c(-79.2759079992736, 43.8268960015146)"
240,13449213,Islington Ave,Millwick Dr,240,240,240,ISLINGTON AVE,MILLWICK DR,6259,1199,Islington Ave And Millwick Dr / Muir Ave,,ISLINGTON AVE,MILLWICK DR,MUIR AVE,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2022-08-29T04:00:00,"c(-79.5718189909664, 43.7600270034727)"
241,13456330,Pharmacy Ave,St Clair Ave E,241,241,241,PHARMACY AVE,ST CLAIR AVE E,6260,0472,Pharmacy Ave And St Clair Ave E,,PHARMACY AVE,ST CLAIR AVE E,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-08-29T04:00:00,"c(-79.2909300110199, 43.7098510040155)"
242,13444177,Yonge St,Athabaska Ave,242,242,242,YONGE ST,ATHABASKA AVE,6261,1381,Yonge St And Athabaska Ave / Private Access @ Centrepoint Mall,,YONGE ST,ATHABASKA AVE,PRIVATE ACCESS,,CENTREPOINT MALL,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"c(-79.4194219960239, 43.7954760024605)"
243,13446506,McCowan Rd,Bushby Dr,243,243,243,MCCOWAN RD,BUSHBY DR,6262,1356,Mccowan Rd And Bushby Dr / Town Centre Crt,,MCCOWAN RD,BUSHBY DR,TOWN CENTRE CRT,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2022-08-28T04:00:00,"c(-79.2522389937723, 43.7745740093732)"
244,13447597,Yonge St,Empress Ave,244,244,244,YONGE ST,EMPRESS AVE,6263,0126,Yonge St And Empress Ave / Park Home Ave,,YONGE ST,EMPRESS AVE,PARK HOME AVE,,,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"c(-79.4129040055659, 43.7692740069647)"
245,13445257,Warden Ave,Huntingwood Dr,245,245,245,WARDEN AVE,HUNTINGWOOD DR,6264,0871,Warden Ave And Huntingwood Dr,,WARDEN AVE,HUNTINGWOOD DR,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-03-17T04:00:00,"c(-79.3109519999502, 43.7854770033652)"
246,13450484,Lawrence Ave E,Birchmount Rd,246,246,246,LAWRENCE AVE E,BIRCHMOUNT RD,6265,0410,Lawrence Ave E And Birchmount Rd,,LAWRENCE AVE E,BIRCHMOUNT RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-07-28T04:00:00,"c(-79.2848360045755, 43.7475180081847)"
247,13467463,Bloor St W,Royal York Rd,247,247,247,BLOOR ST W,ROYAL YORK RD,6266,0338,Bloor St W And Royal York Rd,,BLOOR ST W,ROYAL YORK RD,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2022-05-20T04:00:00,"c(-79.5113630013473, 43.6473619977117)"
248,13462655,Eglinton Ave W,Kipling Ave,248,248,248,EGLINTON AVE W,KIPLING AVE,6267,0729,Eglinton Ave W And Kipling Ave,,EGLINTON AVE W,KIPLING AVE,,,,Etobicoke York,Etobicoke Centre(2),,,,23,22,,2022-06-29T04:00:00,"c(-79.5508909949966, 43.677178001683)"
249,13469836,The East Mall,North Queen St,249,249,249,THE EAST MALL,NORTH QUEEN ST,6268,1056,The East Mall And North Queen St,,THE EAST MALL,NORTH QUEEN ST,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2022-07-22T04:00:00,"c(-79.549415000337, 43.6204750002984)"
250,13452047,Albion Rd,Martin Grove Rd,250,250,250,ALBION RD,MARTIN GROVE RD,6269,0791,Albion Rd And Martin Grove Rd,,ALBION RD,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-10-11T04:00:00,"c(-79.5942099901989, 43.7419240050588)"
251,13454806,Islington Ave,Elmhurst Dr,251,251,251,ISLINGTON AVE,ELMHURST DR,6270,0716,Islington Ave And Elmhurst Dr,,ISLINGTON AVE,ELMHURST DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-07-13T04:00:00,"c(-79.5589219980633, 43.7231120089769)"
252,13452130,Pharmacy Ave,Surrey Ave,252,252,252,PHARMACY AVE,SURREY AVE,6271,0688,Pharmacy Ave And Surrey Ave,,PHARMACY AVE,SURREY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-09-16T04:00:00,"c(-79.3022800057198, 43.7374140047454)"
253,13454472,Keele St,401 C W Keele St Ramp,253,253,253,KEELE ST,401 C W KEELE ST RAMP,6272,0596,Keele St And 401 C W Keele St Ramp / Keele St S 401 C W Ramp,,KEELE ST,401 C W KEELE ST RAMP,KEELE ST S 401 C W RAMP,,,North York,York Centre(6),,,,31,,,2022-05-20T04:00:00,"c(-79.4815900059419, 43.7244430094497)"
254,13465038,Jarvis St,Gerrard St E,254,254,254,JARVIS ST,GERRARD ST E,6273,0009,Jarvis St And Gerrard St E,,JARVIS ST,GERRARD ST E,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2022-07-22T04:00:00,"c(-79.3758989989773, 43.660439005871)"
255,13443760,Sheppard Ave E,Lapsley Rd,255,255,255,SHEPPARD AVE E,LAPSLEY RD,6274,1141,Sheppard Ave E And Lapsley Rd / Washburn Way,,SHEPPARD AVE E,LAPSLEY RD,WASHBURN WAY,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-02T04:00:00,"c(-79.2275419972452, 43.7961480019253)"
256,13441635,Steeles Ave E,Middlefield Rd,256,256,256,STEELES AVE E,MIDDLEFIELD RD,6275,1554,Steeles Ave E And Middlefield Rd,,STEELES AVE E,MIDDLEFIELD RD,,,,Scarborough,Scarborough North(23),,,,42,,,2022-06-29T04:00:00,"c(-79.2679619999974, 43.8327040020182)"
257,13444794,Victoria Park Ave,Van Horne Ave,257,257,257,VICTORIA PARK AVE,VAN HORNE AVE,6276,0994,Victoria Park Ave And Van Horne Ave / Ferncrest Gt,,VICTORIA PARK AVE,VAN HORNE AVE,FERNCREST GT,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2022-07-22T04:00:00,"c(-79.3295860000834, 43.7892510067454)"
258,14606950,Morningside Ave,Finch Ave E,258,258,258,MORNINGSIDE AVE,FINCH AVE E,6277,2046,Morningside Ave And Finch Ave E / Staines Rd,,MORNINGSIDE AVE,FINCH AVE E,STAINES RD,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-06-29T04:00:00,"c(-79.2210720047449, 43.8196980057598)"
259,13444158,Finch Ave E,Pharmacy Ave,259,259,259,FINCH AVE E,PHARMACY AVE,6278,1092,Finch Ave E And Pharmacy Ave,,FINCH AVE E,PHARMACY AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-09-16T04:00:00,"c(-79.3259689918428, 43.7943310091859)"
260,13444318,Victoria Park Ave,Finch Ave E,260,260,260,VICTORIA PARK AVE,FINCH AVE E,6279,1015,Victoria Park Ave And Finch Ave E,,VICTORIA PARK AVE,FINCH AVE E,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2023-02-03T05:00:00,"c(-79.3314120082939, 43.7931060034126)"
261,13443237,Sheppard Ave E,Breckon Gt,261,261,261,SHEPPARD AVE E,BRECKON GT,6280,1473,Sheppard Ave E And Breckon Gt / Brenyon Way,,SHEPPARD AVE E,BRECKON GT,BRENYON WAY,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-09-27T04:00:00,"c(-79.206898991275, 43.8004800051855)"
262,13447128,Sheppard Ave E,Leslie St,262,262,262,SHEPPARD AVE E,LESLIE ST,6281,0744,Sheppard Ave E And Leslie St,,SHEPPARD AVE E,LESLIE ST,,,,North York,Don Valley North(17),,,,33,,,2022-08-29T04:00:00,"c(-79.3641360008942, 43.7716430115232)"
263,13456031,Dufferin St,Lawrence Ave W,263,263,263,DUFFERIN ST,LAWRENCE AVE W,6282,0426,Dufferin St And Lawrence Ave W,,DUFFERIN ST,LAWRENCE AVE W,,,,North York,Eglinton-Lawrence(8),,,,32,13,,2022-09-27T04:00:00,"c(-79.4547510017973, 43.7140860038295)"
264,13464821,Church St,Carlton St,264,264,264,CHURCH ST,CARLTON ST,6283,0023,Church St And Carlton St,,CHURCH ST,CARLTON ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2022-12-22T05:00:00,"c(-79.3793739983682, 43.6618750013235)"
265,13466247,Eglinton Ave W,Centennial Park Blvd,265,265,265,EGLINTON AVE W,CENTENNIAL PARK BLVD,6284,1484,Eglinton Ave W And Centennial Park Blvd / Orbitor Dr,,EGLINTON AVE W,CENTENNIAL PARK BLVD,ORBITOR DR,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2022-12-22T05:00:00,"c(-79.5984100023943, 43.6558339950234)"
266,13456926,Jane St,Maple Leaf Dr,266,266,266,JANE ST,MAPLE LEAF DR,6286,0530,Jane St And Maple Leaf Dr / Church St,,JANE ST,MAPLE LEAF DR,CHURCH ST,,,Etobicoke York,York South-Weston(5),,,,12,,,2022-09-27T04:00:00,"c(-79.505565998259, 43.7092450062612)"
267,13458553,Caledonia Rd,Castlefield Ave,267,267,267,CALEDONIA RD,CASTLEFIELD AVE,6287,0797,Caledonia Rd And Castlefield Ave,,CALEDONIA RD,CASTLEFIELD AVE,,,,North York,Eglinton-Lawrence(8),,,,13,,,2022-09-16T04:00:00,"c(-79.463522997534, 43.6984420020734)"
268,13442514,Morningside Ave,Casebridge Crt,268,268,268,MORNINGSIDE AVE,CASEBRIDGE CRT,6288,1536,Morningside Ave And Casebridge Crt / Mclevin Ave,,MORNINGSIDE AVE,CASEBRIDGE CRT,MCLEVIN AVE,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-11-23T05:00:00,"c(-79.2027240084107, 43.8089340028015)"
269,13450532,Kingston Rd,Scarborough Golf Club Rd,269,269,269,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,6289,1053,Kingston Rd And Scarborough Golf Club Rd,,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-10-14T04:00:00,"c(-79.2093490084318, 43.7460020041104)"
270,13456414,Don Mills Rd,Overlea Blvd,270,270,270,DON MILLS RD,OVERLEA BLVD,6290,0620,Don Mills Rd And Overlea Blvd / Gateway Blvd,,DON MILLS RD,OVERLEA BLVD,GATEWAY BLVD,,,North York,Don Valley West(15),Don Valley East(16),,,54,,,2022-12-21T05:00:00,"c(-79.3343940057242, 43.7099960039181)"
271,13446901,Kingston Rd,Morningside Ave,271,271,271,KINGSTON RD,MORNINGSIDE AVE,6291,0143,Kingston Rd And Morningside Ave,,KINGSTON RD,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),,,43,,,2023-02-28T05:00:00,"c(-79.1868649962557, 43.770612002503)"
272,13443916,Pharmacy Ave,Huntingdale Blvd,272,272,272,PHARMACY AVE,HUNTINGDALE BLVD,6292,1240,Pharmacy Ave And Huntingdale Blvd / Chester Le Blvd,SOUTH INTERSECTION,PHARMACY AVE,HUNTINGDALE BLVD,CHESTER LE BLVD,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-12-05T05:00:00,"c(-79.3271780062176, 43.7963399968045)"
273,13442540,Victoria Park Ave,Gordon Baker Rd,273,273,273,VICTORIA PARK AVE,GORDON BAKER RD,6293,1252,Victoria Park Ave And Gordon Baker Rd,,VICTORIA PARK AVE,GORDON BAKER RD,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2022-09-27T04:00:00,"c(-79.339209005151, 43.8106600078298)"
274,13446592,Markham Rd,Brimorton Dr,274,274,274,MARKHAM RD,BRIMORTON DR,6294,0703,Markham Rd And Brimorton Dr,,MARKHAM RD,BRIMORTON DR,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-10-11T04:00:00,"c(-79.230680992998, 43.7734990034794)"
275,NA,,,275,275,275,HIGHWAY 27,CARRIER DR,6295,1159,Highway 27 And Carrier Dr,,HIGHWAY 27,CARRIER DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-12-22T05:00:00,"c(-79.605448001438, 43.73912599952)"
276,13461140,Kipling Ave,The Westway,276,276,276,KIPLING AVE,THE WESTWAY,6297,0730,Kipling Ave And The Westway,,KIPLING AVE,THE WESTWAY,,,,Etobicoke York,Etobicoke Centre(2),,,,23,,,2022-10-11T04:00:00,"c(-79.5547029903606, 43.6856249985629)"
277,13447299,Kennedy Rd,Progress Ave,277,277,277,KENNEDY RD,PROGRESS AVE,6298,0692,Kennedy Rd And Progress Ave / Glamorgan Ave,,KENNEDY RD,PROGRESS AVE,GLAMORGAN AVE,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-11-14T05:00:00,"c(-79.282256997504, 43.7694210064092)"
278,13445899,Victoria Park Ave,Old Sheppard Ave,278,278,278,VICTORIA PARK AVE,OLD SHEPPARD AVE,6299,1085,Victoria Park Ave And Old Sheppard Ave / Huntingwood Dr,,VICTORIA PARK AVE,OLD SHEPPARD AVE,HUNTINGWOOD DR,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42,,2022-11-23T05:00:00,"c(-79.3253949976674, 43.7803520068369)"
279,13453844,Victoria Park Ave,Craigton Dr,279,279,279,VICTORIA PARK AVE,CRAIGTON DR,6300,0202,Victoria Park Ave And Craigton Dr / Jonesville Cres,,VICTORIA PARK AVE,CRAIGTON DR,JONESVILLE CRES,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41,,2022-12-21T05:00:00,"c(-79.3034700097246, 43.7266860061041)"
280,13443970,Finch Ave E,Bridletowne Crcl,280,280,280,FINCH AVE E,BRIDLETOWNE CRCL,6301,1186,Finch Ave E And Bridletowne Crcl,WEST INTERSECTION,FINCH AVE E,BRIDLETOWNE CRCL,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-29T05:00:00,"c(-79.3193119986441, 43.7958510059553)"
281,13448285,Steeles Ave W,Fenmar Dr,281,281,281,STEELES AVE W,FENMAR DR,6302,1209,Steeles Ave W And Fenmar Dr / Pine Valley Dr,,STEELES AVE W,FENMAR DR,PINE VALLEY DR,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2023-01-18T05:00:00,"c(-79.5647840098085, 43.7665450031896)"
282,13449013,Victoria Park Ave,Ellesmere Rd,282,282,282,VICTORIA PARK AVE,ELLESMERE RD,6303,0517,Victoria Park Ave And Ellesmere Rd / Parkwoods Village Dr,,VICTORIA PARK AVE,ELLESMERE RD,PARKWOODS VILLAGE DR,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41,,2022-11-29T05:00:00,"c(-79.3152450009711, 43.7578689999837)"
283,13442585,Finch Ave E,Sandhurst Crcl,283,283,283,FINCH AVE E,SANDHURST CRCL,6304,1177,Finch Ave E And Sandhurst Crcl,WEST INTERSECTION,FINCH AVE E,SANDHURST CRCL,,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-29T05:00:00,"c(-79.2703919992287, 43.807186003862)"
284,13453266,Finch Ave W,Humber College Blvd,284,284,284,FINCH AVE W,HUMBER COLLEGE BLVD,6305,1496,Finch Ave W And Humber College Blvd,,FINCH AVE W,HUMBER COLLEGE BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-11-02T04:00:00,"c(-79.6099130003417, 43.7340969947115)"
285,13445956,Sheppard Ave E,Aragon Ave,285,285,285,SHEPPARD AVE E,ARAGON AVE,6306,1333,Sheppard Ave E And Aragon Ave / Bay Mills Blvd,,SHEPPARD AVE E,ARAGON AVE,BAY MILLS BLVD,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-23T05:00:00,"c(-79.3043920041289, 43.7795620020682)"
286,13448838,Ellesmere Rd,Pharmacy Ave,286,286,286,ELLESMERE RD,PHARMACY AVE,6307,0693,Ellesmere Rd And Pharmacy Ave,,ELLESMERE RD,PHARMACY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-11-14T05:00:00,"c(-79.3101879905761, 43.7590310032194)"
287,13441926,Middlefield Rd,McNicoll Ave,287,287,287,MIDDLEFIELD RD,MCNICOLL AVE,6308,1582,Middlefield Rd And Mcnicoll Ave,,MIDDLEFIELD RD,MCNICOLL AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-14T05:00:00,"c(-79.2620949976793, 43.8201199964002)"
288,13442521,Sheppard Ave E,Meadowvale Rd,288,288,288,SHEPPARD AVE E,MEADOWVALE RD,6309,1220,Sheppard Ave E And Meadowvale Rd,,SHEPPARD AVE E,MEADOWVALE RD,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-11-14T05:00:00,"c(-79.1708110019805, 43.8083760054367)"
289,13468047,Harbour St,York St,289,289,289,HARBOUR ST,YORK ST,6310,0204,Harbour St And York St,,HARBOUR ST,YORK ST,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2022-10-22T04:00:00,"c(-79.3806910080995, 43.6410039969531)"
290,13459689,Coxwell Ave,Mortimer Ave,290,290,290,COXWELL AVE,MORTIMER AVE,6311,0661,Coxwell Ave And Mortimer Ave,,COXWELL AVE,MORTIMER AVE,,,,Toronto and East York,Toronto-Danforth(14),Beaches-East York(19),,,55,,,2022-12-21T05:00:00,"c(-79.3265740019167, 43.69058700737)"
291,13450472,Victoria Park Ave,Curlew Dr,291,291,291,VICTORIA PARK AVE,CURLEW DR,6312,0516,Victoria Park Ave And Curlew Dr / Lynvalley Cres,,VICTORIA PARK AVE,CURLEW DR,LYNVALLEY CRES,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41,,2022-11-23T05:00:00,"c(-79.3118170119237, 43.7479620006979)"
292,13446349,Don Mills Rd,Leith Hill Rd,292,292,292,DON MILLS RD,LEITH HILL RD,6313,1046,Don Mills Rd And Leith Hill Rd / Private Access @ West Entrance To Fairview Mall,,DON MILLS RD,LEITH HILL RD,PRIVATE ACCESS,,WEST ENTRANCE TO FAIRVIEW MALL,North York,Don Valley North(17),,,,33,,,2022-11-02T04:00:00,"c(-79.3478970108475, 43.7771279992792)"
293,13449368,Don Mills Rd,York Mills Rd,293,293,293,DON MILLS RD,YORK MILLS RD,6314,0626,Don Mills Rd And York Mills Rd,,DON MILLS RD,YORK MILLS RD,,,,North York,Don Valley East(16),,,,33,,,2023-04-26T04:00:00,"c(-79.347045002303, 43.7558110055382)"
